transaction_id,transaction_date,posting_date,vendor_id,vendor_name,account_code,account_name,debit_amount,department,description,created_by,approved_by,audit_risk_score,risk_level,rule_alert_count,anomaly_score,ml_anomaly_flag,risk_reason_text
TXN00000641,2024-03-25,2024-03-25,V00107,Delta Engineering Group,1403,原材料 Raw materials,1000000.0,Procurement,Material procurement from Delta Engineering Group - PO84871,E0056,E0134,64.66,High,2,0.73602,True,"Unusual vendor (Delta Engineering Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.736, rank 210 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN00007070,2024-08-29,2024-08-30,V00169,"Hengtai Media (Guangzhou) Co., Ltd.",2202,应付账款 Accounts payable,1000000.0,Finance,"Bank transfer to Hengtai Media (Guangzhou) Co., Ltd. - invoice INV-187031",E0061,E0028,64.63,High,2,0.746179,True,"Unusual vendor (Hengtai Media (Guangzhou) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.746, rank 184 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN00019390,2025-03-18,2025-03-20,V00230,Orient Automation Holdings,2202,应付账款 Accounts payable,1250000.0,Finance,Payment to Orient Automation Holdings for invoice INV-598724,E0096,E0092,64.53,High,2,0.71605,True,"Unusual vendor (Orient Automation Holdings): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.716, rank 277 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00023082,2025-12-29,2025-12-30,V00190,Northwind Media Holdings,1403,原材料 Raw materials,1000000.0,Procurement,Purchase of raw materials - PO57617,E0056,E0130,64.52,High,2,0.863252,True,"Unusual vendor (Northwind Media Holdings): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.863, rank 29 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN00021607,2025-05-08,2025-05-08,V00070,Jinlong Facilities Group,1403,原材料 Raw materials,1000000.0,Procurement,Bulk purchase of components - PO28236,E0137,E0102,64.51,High,2,0.719846,True,"Unusual vendor (Jinlong Facilities Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.720, rank 264 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN80001401,2025-10-20,2025-10-20,V00391,"Vertex Materials (Shanghai) Co., Ltd.",1403,原材料 Raw materials,49649.59,Procurement,"Partial payment to Vertex Materials (Shanghai) Co., Ltd. - instalment 2/3",E0069,E0104,64.5,High,1,0.852318,True,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 142877.07); Isolation Forest anomaly (score 0.852, rank 34 of 30,128); Amount sits just below the CNY 50,000 approval threshold"
TXN00008836,2025-06-25,2025-06-25,V00132,"Hanwei Consulting Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Payment to Hanwei Consulting Co., Ltd. for invoice INV-717276",E0010,E0071,64.49,High,2,0.685484,True,"Unusual vendor (Hanwei Consulting Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.685, rank 389 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN90000013,2025-08-04,2025-08-05,V00350,"Ruixin Systems (Guangzhou) Co., Ltd.",2202,应付账款 Accounts payable,160000.0,Finance,"Bank transfer to Ruixin Systems (Guangzhou) Co., Ltd. - invoice INV-418678",E0004,E0002,64.45,High,1,0.478763,False,"Duplicate payment: invoice INV-2025-71544 paid more than once to Ruixin Systems (Guangzhou) Co., Ltd.; Amount CNY 160,000.00 is above the 77.1th percentile of the ledger"
TXN90000004,2025-11-14,2025-11-15,V00413,"Pacific Media (Shenzhen) Co., Ltd.",2202,应付账款 Accounts payable,123271.42,Finance,"Settlement of Pacific Media (Shenzhen) Co., Ltd. invoice INV-809562",E0013,E0019,64.32,High,1,0.406786,False,"Duplicate payment: invoice INV-2025-92744 paid more than once to Pacific Media (Shenzhen) Co., Ltd.; Vendor risk 58/100 for Pacific Media (Shenzhen) Co., Ltd.; Amount CNY 123,271.42 is above the 72.6th percentile of the ledger"
TXN00010247,2024-10-25,2024-10-25,V00214,"Innovate Media (Shenzhen) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Payment to Innovate Media (Shenzhen) Co., Ltd. for invoice INV-717291",E0057,E0135,64.31,High,2,0.680486,True,"Unusual vendor (Innovate Media (Shenzhen) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.680, rank 402 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00018174,2024-10-28,2024-10-28,V00360,Sunrise Packaging Holdings,1403,原材料 Raw materials,1000000.0,Procurement,Bulk purchase of components - PO42427,E0027,E0042,64.24,High,2,0.733288,True,"Unusual vendor (Sunrise Packaging Holdings): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.733, rank 222 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN00000391,2024-03-25,2024-03-25,V00172,"Orient Industrial (Shanghai) Co., Ltd.",1403,原材料 Raw materials,1000000.0,Procurement,Bulk purchase of components - PO81711,E0004,E0136,64.23,High,2,0.863895,True,"Unusual vendor (Orient Industrial (Shanghai) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.864, rank 28 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN00001485,2024-10-14,2024-10-15,V00363,"Blue Ridge Systems (Beijing) Co., Ltd.",1403,原材料 Raw materials,1000000.0,Procurement,Purchase of raw materials - PO62723,E0113,E0095,64.18,High,2,0.67777,True,"Unusual vendor (Blue Ridge Systems (Beijing) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.678, rank 413 of 30,128); Vendor risk 47/100 for Blue Ridge Systems (Beijing) Co., Ltd.; Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN00006056,2024-05-20,2024-05-20,V00079,"Concord Media (Shenzhen) Co., Ltd.",1403,原材料 Raw materials,1000000.0,Procurement,Goods receipt against PO26000,E0072,E0102,64.16,High,2,0.855144,True,"Unusual vendor (Concord Media (Shenzhen) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.855, rank 33 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN90000025,2025-12-11,2025-12-12,V00416,"Kunlun Technology (Shanghai) Co., Ltd.",2202,应付账款 Accounts payable,98154.33,Finance,"Bank transfer to Kunlun Technology (Shanghai) Co., Ltd. - invoice INV-700711",E0010,E0047,64.05,High,1,0.438422,False,"Duplicate payment: invoice INV-2025-70258 paid more than once to Kunlun Technology (Shanghai) Co., Ltd.; Vendor risk 73/100 for Kunlun Technology (Shanghai) Co., Ltd."
TXN80001402,2025-10-20,2025-10-20,V00391,"Vertex Materials (Shanghai) Co., Ltd.",1403,原材料 Raw materials,45071.84,Procurement,"Partial payment to Vertex Materials (Shanghai) Co., Ltd. - instalment 3/3",E0069,E0104,64.02,High,1,0.845963,True,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 142877.07); Isolation Forest anomaly (score 0.846, rank 38 of 30,128); Amount sits just below the CNY 50,000 approval threshold"
TXN80001201,2024-05-22,2024-05-22,V00045,"Yongsheng Materials (Guangzhou) Co., Ltd.",1403,原材料 Raw materials,49044.25,Procurement,"Partial payment to Yongsheng Materials (Guangzhou) Co., Ltd. - instalment 2/3",E0081,E0023,63.94,High,1,0.786959,True,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 146119.49); Isolation Forest anomaly (score 0.787, rank 98 of 30,128); Vendor risk 48/100 for Yongsheng Materials (Guangzhou) Co., Ltd.; Amount sits just below the CNY 50,000 approval threshold"
TXN80001202,2024-05-22,2024-05-22,V00045,"Yongsheng Materials (Guangzhou) Co., Ltd.",1403,原材料 Raw materials,48258.24,Procurement,"Partial payment to Yongsheng Materials (Guangzhou) Co., Ltd. - instalment 3/3",E0081,E0023,63.86,High,1,0.78616,True,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 146119.49); Isolation Forest anomaly (score 0.786, rank 100 of 30,128); Vendor risk 48/100 for Yongsheng Materials (Guangzhou) Co., Ltd.; Amount sits just below the CNY 50,000 approval threshold"
TXN00021269,2024-07-12,2024-07-13,V00362,Silverline Logistics Group,660205,管理费用-咨询费 Consulting fees,1000000.0,Operations,Professional services Silverline Logistics Group - engagement 91458,E0083,E0095,63.85,High,2,0.77412,True,"Unusual vendor (Silverline Logistics Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.774, rank 119 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN00007177,2024-03-02,2024-03-02,V00080,"Dynamic Industrial (Guangzhou) Co., Ltd.",2202,应付账款 Accounts payable,120363.26,Finance,"Vendor settlement Dynamic Industrial (Guangzhou) Co., Ltd. / INV-176729",E0012,E0034,63.84,High,2,0.534938,False,"Duplicate payment: invoice INV-2024-92989 paid more than once to Dynamic Industrial (Guangzhou) Co., Ltd.; Posted on Saturday - 2024-03-02 is outside the normal working week; Amount CNY 120,363.26 is above the 72.3th percentile of the ledger"
TXN80001400,2025-10-20,2025-10-20,V00391,"Vertex Materials (Shanghai) Co., Ltd.",1403,原材料 Raw materials,48155.64,Procurement,"Partial payment to Vertex Materials (Shanghai) Co., Ltd. - instalment 1/3",E0069,E0104,63.64,High,1,0.822229,True,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 142877.07); Isolation Forest anomaly (score 0.822, rank 58 of 30,128); Amount sits just below the CNY 50,000 approval threshold"
TXN00008020,2024-01-23,2024-01-24,V00358,"Apex Materials (Guangzhou) Co., Ltd.",2202,应付账款 Accounts payable,1000000.0,Finance,"Settlement of Apex Materials (Guangzhou) Co., Ltd. invoice INV-361460",E0020,E0071,63.46,High,2,0.772209,True,"Unusual vendor (Apex Materials (Guangzhou) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.772, rank 125 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN00024334,2024-05-20,2024-05-22,V00273,"Global Materials Co., Ltd.",1403,原材料 Raw materials,1000000.0,Procurement,Bulk purchase of components - PO87452,E0069,E0053,63.45,High,2,0.638788,True,"Unusual vendor (Global Materials Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.639, rank 597 of 30,128); Vendor risk 49/100 for Global Materials Co., Ltd.; Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN00010142,2025-10-03,2025-10-03,V00041,"Ruixin Industrial (Beijing) Co., Ltd.",1403,原材料 Raw materials,1000000.0,Procurement,Goods receipt against PO55057,E0099,E0076,63.44,High,2,0.778155,True,"Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Posted on Friday (public holiday) - 2025-10-03 is outside the normal working week; Isolation Forest anomaly (score 0.778, rank 113 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN00007328,2024-12-23,2024-12-23,V00182,Delta Logistics Holdings,2202,应付账款 Accounts payable,1250000.0,Finance,Settlement of Delta Logistics Holdings invoice INV-140360,E0103,E0106,63.41,High,2,0.730991,True,"Unusual vendor (Delta Logistics Holdings): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.731, rank 230 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00016208,2024-12-30,2024-12-30,V00092,Northwind Engineering Group,1403,原材料 Raw materials,1000000.0,Procurement,Bulk purchase of components - PO79200,E0137,E0115,63.35,High,2,0.621274,True,"Unusual vendor (Northwind Engineering Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.621, rank 686 of 30,128); Vendor risk 51/100 for Northwind Engineering Group; Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN00012431,2024-11-28,2024-11-28,V00305,"Jinlong Packaging (Guangzhou) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Bank transfer to Jinlong Packaging (Guangzhou) Co., Ltd. - invoice INV-814181",E0119,E0019,63.34,High,2,0.728212,True,"Unusual vendor (Jinlong Packaging (Guangzhou) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.728, rank 236 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN80001200,2024-05-22,2024-05-22,V00045,"Yongsheng Materials (Guangzhou) Co., Ltd.",1403,原材料 Raw materials,48817.0,Procurement,"Partial payment to Yongsheng Materials (Guangzhou) Co., Ltd. - instalment 1/3",E0081,E0023,63.28,High,1,0.761325,True,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 146119.49); Isolation Forest anomaly (score 0.761, rank 150 of 30,128); Vendor risk 48/100 for Yongsheng Materials (Guangzhou) Co., Ltd.; Amount sits just below the CNY 50,000 approval threshold"
TXN80000001,2024-06-24,2024-06-24,V00397,"Wanhe Automation (Shenzhen) Co., Ltd.",1403,原材料 Raw materials,48284.87,Procurement,"Partial payment to Wanhe Automation (Shenzhen) Co., Ltd. - instalment 2/3",E0038,E0023,63.27,High,1,0.799863,True,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 142389.16); Isolation Forest anomaly (score 0.800, rank 81 of 30,128); Amount sits just below the CNY 50,000 approval threshold"
TXN80000002,2024-06-24,2024-06-24,V00397,"Wanhe Automation (Shenzhen) Co., Ltd.",1403,原材料 Raw materials,47607.81,Procurement,"Partial payment to Wanhe Automation (Shenzhen) Co., Ltd. - instalment 3/3",E0038,E0023,63.19,High,1,0.798545,True,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 142389.16); Isolation Forest anomaly (score 0.799, rank 82 of 30,128); Amount sits just below the CNY 50,000 approval threshold"
TXN00002934,2025-08-05,2025-08-05,V00077,Orient Packaging Group,2202,应付账款 Accounts payable,1000000.0,Finance,Bank transfer to Orient Packaging Group - invoice INV-841672,E0030,E0028,63.18,High,2,0.796069,True,"Unusual vendor (Orient Packaging Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.796, rank 86 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN00016793,2025-01-15,2025-01-15,V00019,Kaiyuan Supply Chain Holdings,1403,原材料 Raw materials,1000000.0,Procurement,Bulk purchase of components - PO87783,E0085,E0033,63.16,High,2,0.646928,True,"Unusual vendor (Kaiyuan Supply Chain Holdings): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.647, rank 559 of 30,128); Vendor risk 46/100 for Kaiyuan Supply Chain Holdings; Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN00027896,2025-10-17,2025-10-17,V00118,Orient Media Group,2202,应付账款 Accounts payable,47000.0,Finance,Payment to Orient Media Group for invoice INV-993824,E0003,E0025,63.08,High,1,0.865919,True,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 73877.51); Isolation Forest anomaly (score 0.866, rank 26 of 30,128); Amount sits just below the CNY 50,000 approval threshold"
TXN00025543,2024-06-07,2024-06-07,V00349,Delta Systems Group,1403,原材料 Raw materials,1000000.0,Procurement,Goods receipt against PO14346,E0129,E0095,63.04,High,2,0.67766,True,"Unusual vendor (Delta Systems Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.678, rank 414 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN00013863,2024-06-29,2024-06-29,V00289,Innovate Automation Group,2202,应付账款 Accounts payable,650610.84,Finance,Bank transfer to Innovate Automation Group - invoice INV-630348,E0058,E0058,62.99,High,2,0.725371,True,"Self approval: voucher raised and approved by the same employee (E0058) - segregation of duties breach; Posted on Saturday - 2024-06-29 is outside the normal working week; Isolation Forest anomaly (score 0.725, rank 244 of 30,128); Amount CNY 650,610.84 is above the 94.5th percentile of the ledger"
TXN00021854,2024-08-02,2024-08-02,V00101,"Innovate Facilities (Shenzhen) Co., Ltd.",1403,原材料 Raw materials,787329.37,Procurement,"Material procurement from Innovate Facilities (Shenzhen) Co., Ltd. - PO16588",E0132,E0132,62.99,High,1,0.666921,True,"Self approval: voucher raised and approved by the same employee (E0132) - segregation of duties breach; Isolation Forest anomaly (score 0.667, rank 460 of 30,128); Amount CNY 787,329.37 is above the 95.9th percentile of the ledger"
TXN80003400,2025-02-17,2025-02-17,V00021,Hengtai Engineering Holdings,2202,应付账款 Accounts payable,47413.16,Finance,Partial payment to Hengtai Engineering Holdings - instalment 1/3,E0069,E0025,62.98,High,1,0.766405,True,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 145123.94); Isolation Forest anomaly (score 0.766, rank 139 of 30,128); Vendor risk 47/100 for Hengtai Engineering Holdings; Amount sits just below the CNY 50,000 approval threshold"
TXN00017167,2024-10-01,2024-10-01,V00091,"Zhongtai Industrial Co., Ltd.",2202,应付账款 Accounts payable,1177661.59,Finance,"Settlement of Zhongtai Industrial Co., Ltd. invoice INV-925617",E0126,E0124,62.95,High,2,0.634887,True,"Unusual vendor (Zhongtai Industrial Co., Ltd.): amount is more than 8x this vendor's average payment; Posted on Tuesday (public holiday) - 2024-10-01 is outside the normal working week; Isolation Forest anomaly (score 0.635, rank 620 of 30,128); Amount CNY 1,177,661.59 is above the 98.3th percentile of the ledger"
TXN00009575,2025-09-01,2025-09-01,V00289,Innovate Automation Group,1403,原材料 Raw materials,1000000.0,Procurement,Material procurement from Innovate Automation Group - PO31757,E0118,E0102,62.94,High,2,0.770285,True,"Unusual vendor (Innovate Automation Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.770, rank 130 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN00008748,2025-05-26,2025-05-26,V00011,"Zhongtai Supply Chain (Shanghai) Co., Ltd.",1403,原材料 Raw materials,1000000.0,Procurement,"Material procurement from Zhongtai Supply Chain (Shanghai) Co., Ltd. - PO94627",E0017,E0002,62.88,High,2,0.744327,True,"Unusual vendor (Zhongtai Supply Chain (Shanghai) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.744, rank 189 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN00020016,2025-01-22,2025-01-22,V00207,"Nordic Electronics Co., Ltd.",660205,管理费用-咨询费 Consulting fees,875000.0,Operations,"Consulting services from Nordic Electronics Co., Ltd. - contract 75264",E0040,E0049,62.83,High,2,0.788654,True,"Unusual vendor (Nordic Electronics Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 875000.0 sits in the top 3.37% of all voucher values and is an exact multiple of 1,000; Isolation Forest anomaly (score 0.789, rank 95 of 30,128); Vendor risk 47/100 for Nordic Electronics Co., Ltd.; Amount CNY 875,000.00 is above the 96.6th percentile of the ledger"
TXN00004483,2025-03-18,2025-03-19,V00028,"Concord Logistics (Beijing) Co., Ltd.",1403,原材料 Raw materials,1000000.0,Procurement,"Material procurement from Concord Logistics (Beijing) Co., Ltd. - PO89512",E0125,E0115,62.79,High,2,0.742434,True,"Unusual vendor (Concord Logistics (Beijing) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.742, rank 199 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN00017058,2024-08-26,2024-08-27,V00242,"Nordic Facilities (Guangzhou) Co., Ltd.",1403,原材料 Raw materials,1000000.0,Procurement,Goods receipt against PO89406,E0079,E0130,62.79,High,2,0.726455,True,"Unusual vendor (Nordic Facilities (Guangzhou) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.726, rank 240 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN80000000,2024-06-24,2024-06-24,V00397,"Wanhe Automation (Shenzhen) Co., Ltd.",1403,原材料 Raw materials,46496.48,Procurement,"Partial payment to Wanhe Automation (Shenzhen) Co., Ltd. - instalment 1/3",E0038,E0023,62.72,High,1,0.782537,True,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 142389.16); Isolation Forest anomaly (score 0.783, rank 107 of 30,128); Amount sits just below the CNY 50,000 approval threshold"
TXN00026248,2024-12-25,2024-12-25,V00259,"Hanwei Industrial (Guangzhou) Co., Ltd.",2202,应付账款 Accounts payable,1000000.0,Finance,"Bank transfer to Hanwei Industrial (Guangzhou) Co., Ltd. - invoice INV-123389",E0098,E0049,62.69,High,2,0.6845,True,"Unusual vendor (Hanwei Industrial (Guangzhou) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.684, rank 392 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN00006250,2024-12-02,2024-12-02,V00209,"Concord Supply Chain Co., Ltd.",1403,原材料 Raw materials,1000000.0,Procurement,Purchase of raw materials - PO73982,E0101,E0124,62.58,High,2,0.716128,True,"Unusual vendor (Concord Supply Chain Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.716, rank 276 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN90000052,2025-10-20,2025-10-21,V00004,"Hanwei Electronics (Beijing) Co., Ltd.",2202,应付账款 Accounts payable,604174.85,Finance,"Vendor settlement Hanwei Electronics (Beijing) Co., Ltd. / INV-941926",E0041,E0049,62.47,High,1,0.499241,False,"Duplicate payment: invoice INV-2025-41646 paid more than once to Hanwei Electronics (Beijing) Co., Ltd.; Amount CNY 604,174.85 is above the 93.8th percentile of the ledger"
TXN00004178,2025-01-04,2025-01-04,,,1601,固定资产 Fixed assets,2000000.0,Operations,Capital expenditure on plant equipment,E0127,E0130,62.44,High,2,0.779112,True,"Large round amount: CNY 2000000.0 sits in the top 0.5% of all voucher values and is an exact multiple of 10,000; Posted on Saturday - 2025-01-04 is outside the normal working week; Isolation Forest anomaly (score 0.779, rank 111 of 30,128); Amount CNY 2,000,000.00 is above the 99.5th percentile of the ledger"
TXN00020660,2025-07-24,2025-07-25,V00114,Union Engineering Holdings,2202,应付账款 Accounts payable,1250000.0,Finance,Bank transfer to Union Engineering Holdings - invoice INV-816471,E0036,E0089,62.36,High,2,0.679692,True,"Unusual vendor (Union Engineering Holdings): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.680, rank 404 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00022480,2024-04-23,2024-04-26,V00267,"Delta Services (Guangzhou) Co., Ltd.",2202,应付账款 Accounts payable,1040000.0,Finance,"Payment to Delta Services (Guangzhou) Co., Ltd. for invoice INV-676972",E0122,E0019,62.34,High,2,0.699235,True,"Unusual vendor (Delta Services (Guangzhou) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1040000.0 sits in the top 2.12% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.699, rank 333 of 30,128); Amount CNY 1,040,000.00 is above the 97.9th percentile of the ledger"
TXN00018234,2024-01-29,2024-01-30,V00220,"Blue Ridge Technology (Shanghai) Co., Ltd.",2202,应付账款 Accounts payable,1000000.0,Finance,"Payment to Blue Ridge Technology (Shanghai) Co., Ltd. for invoice INV-272419",E0010,E0053,62.33,High,2,0.752485,True,"Unusual vendor (Blue Ridge Technology (Shanghai) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.752, rank 172 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN00023470,2025-10-09,2025-10-09,V00243,"Innovate Packaging Co., Ltd.",2202,应付账款 Accounts payable,800000.0,Finance,"Vendor settlement Innovate Packaging Co., Ltd. / INV-416392",E0091,E0121,62.3,High,2,0.821221,True,"Unusual vendor (Innovate Packaging Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 800000.0 sits in the top 3.94% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.821, rank 59 of 30,128); Amount CNY 800,000.00 is above the 96.1th percentile of the ledger"
TXN00002066,2024-04-29,2024-04-29,V00152,"Longhe Trading (Shanghai) Co., Ltd.",1403,原材料 Raw materials,1000000.0,Procurement,Bulk purchase of components - PO11606,E0038,E0053,62.28,High,2,0.746664,True,"Unusual vendor (Longhe Trading (Shanghai) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.747, rank 183 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
