review_order,transaction_id,selection_route,selection_reason,random_inclusion_probability,random_sampling_weight,transaction_date,vendor_id,debit_amount,audit_risk_score,risk_level,rule_keys,risk_reason_text,review_outcome,evidence_reference,reviewer_notes
188,TXN80000000,risk_priority,Risk score 62.72/100,,,2024-06-24,V00397,46496.48,62.72,High,split_transaction,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 142389.16); Isolation Forest anomaly (score 0.783, rank 107 of 30,128); Amount sits just below the CNY 50,000 approval threshold",,,
189,TXN00026248,risk_priority,Risk score 62.69/100,,,2024-12-25,V00259,1000000,62.69,High,large_round_amount; unusual_vendor,"Unusual vendor (Hanwei Industrial (Guangzhou) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.684, rank 392 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
190,TXN00006250,risk_priority,Risk score 62.58/100,,,2024-12-02,V00209,1000000,62.58,High,large_round_amount; unusual_vendor,"Unusual vendor (Concord Supply Chain Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.716, rank 276 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
191,TXN90000052,risk_priority,Risk score 62.47/100,,,2025-10-20,V00004,604174.85,62.47,High,duplicate_payment,"Duplicate payment: invoice INV-2025-41646 paid more than once to Hanwei Electronics (Beijing) Co., Ltd.; Amount CNY 604,174.85 is above the 93.8th percentile of the ledger",,,
192,TXN00004178,risk_priority,Risk score 62.44/100,,,2025-01-04,,2000000,62.44,High,large_round_amount; weekend_posting,"Large round amount: CNY 2000000.0 sits in the top 0.5% of all voucher values and is an exact multiple of 10,000; Posted on Saturday - 2025-01-04 is outside the normal working week; Isolation Forest anomaly (score 0.779, rank 111 of 30,128); Amount CNY 2,000,000.00 is above the 99.5th percentile of the ledger",,,
193,TXN00020660,risk_priority,Risk score 62.36/100,,,2025-07-24,V00114,1250000,62.36,High,large_round_amount; unusual_vendor,"Unusual vendor (Union Engineering Holdings): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.680, rank 404 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger",,,
194,TXN00022480,risk_priority,Risk score 62.34/100,,,2024-04-23,V00267,1040000,62.34,High,large_round_amount; unusual_vendor,"Unusual vendor (Delta Services (Guangzhou) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1040000.0 sits in the top 2.12% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.699, rank 333 of 30,128); Amount CNY 1,040,000.00 is above the 97.9th percentile of the ledger",,,
195,TXN00018234,risk_priority,Risk score 62.33/100,,,2024-01-29,V00220,1000000,62.33,High,large_round_amount; unusual_vendor,"Unusual vendor (Blue Ridge Technology (Shanghai) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.752, rank 172 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
196,TXN00023470,risk_priority,Risk score 62.30/100,,,2025-10-09,V00243,800000,62.3,High,large_round_amount; unusual_vendor,"Unusual vendor (Innovate Packaging Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 800000.0 sits in the top 3.94% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.821, rank 59 of 30,128); Amount CNY 800,000.00 is above the 96.1th percentile of the ledger",,,
197,TXN00002066,risk_priority,Risk score 62.28/100,,,2024-04-29,V00152,1000000,62.28,High,large_round_amount; unusual_vendor,"Unusual vendor (Longhe Trading (Shanghai) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.747, rank 183 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
198,TXN00019865,risk_priority,Risk score 62.22/100,,,2025-12-04,V00204,1000000,62.22,High,large_round_amount; unusual_vendor,"Unusual vendor (Mingda Technology Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.743, rank 192 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
199,TXN00001822,risk_priority,Risk score 62.20/100,,,2025-12-24,V00346,1000000,62.2,High,large_round_amount; unusual_vendor,"Unusual vendor (Fortune Services Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.734, rank 219 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
200,TXN00007546,risk_priority,Risk score 62.18/100,,,2024-08-02,V00238,669870.91,62.18,High,self_approval; unusual_vendor,"Self approval: voucher raised and approved by the same employee (E0062) - segregation of duties breach; Unusual vendor (Hanwei Industrial (Guangzhou) Co., Ltd.): vendor registered less than 90 days before the payment; Isolation Forest anomaly (score 0.665, rank 470 of 30,128); Amount CNY 669,870.91 is above the 94.8th percentile of the ledger",,,
201,TXN00020124,risk_priority,Risk score 62.15/100,,,2025-06-30,V00317,1000000,62.15,High,large_round_amount; unusual_vendor,"Unusual vendor (Jinlong Packaging Holdings): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.698, rank 341 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
202,TXN90000014,risk_priority,Risk score 61.96/100,,,2025-12-30,V00056,205605.87,61.96,High,duplicate_payment,"Duplicate payment: invoice INV-2025-43855 paid more than once to Wanhe Systems (Guangzhou) Co., Ltd.; Vendor risk 52/100 for Wanhe Systems (Guangzhou) Co., Ltd.; Amount CNY 205,605.87 is above the 80.9th percentile of the ledger",,,
203,TXN00007104,risk_priority,Risk score 61.91/100,,,2024-05-15,V00127,1250000,61.91,High,large_round_amount,"Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.805, rank 73 of 30,128); Vendor risk 54/100 for Yongsheng Supply Chain Holdings; Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger",,,
204,TXN00028176,risk_priority,Risk score 61.88/100,,,2024-05-06,V00257,1000000,61.88,High,large_round_amount; unusual_vendor,"Unusual vendor (Blue Ridge Trading (Guangzhou) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.743, rank 194 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
205,TXN80003402,risk_priority,Risk score 61.82/100,,,2025-02-17,V00021,49325.9,61.82,High,split_transaction,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 145123.94); Isolation Forest anomaly (score 0.715, rank 280 of 30,128); Vendor risk 47/100 for Hengtai Engineering Holdings; Amount sits just below the CNY 50,000 approval threshold",,,
206,TXN00021981,risk_priority,Risk score 61.77/100,,,2024-03-11,V00022,1000000,61.77,High,large_round_amount; unusual_vendor,"Unusual vendor (Mingda Consulting Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.711, rank 297 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
207,TXN80003401,risk_priority,Risk score 61.73/100,,,2025-02-17,V00021,48384.88,61.73,High,split_transaction,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 145123.94); Isolation Forest anomaly (score 0.714, rank 285 of 30,128); Vendor risk 47/100 for Hengtai Engineering Holdings; Amount sits just below the CNY 50,000 approval threshold",,,
208,TXN00017935,risk_priority,Risk score 61.69/100,,,2024-06-13,V00351,1000000,61.69,High,large_round_amount; unusual_vendor,"Unusual vendor (Concord Services Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.772, rank 126 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
209,TXN00023712,risk_priority,Risk score 61.69/100,,,2025-02-24,V00260,1000000,61.69,High,large_round_amount; unusual_vendor,"Unusual vendor (Everest Trading Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.719, rank 269 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
210,TXN00018007,risk_priority,Risk score 61.68/100,,,2024-08-12,V00352,1000000,61.68,High,large_round_amount; unusual_vendor,"Unusual vendor (Jinlong Facilities (Guangzhou) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.748, rank 182 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
211,TXN00007309,risk_priority,Risk score 61.61/100,,,2024-05-22,V00156,1000000,61.61,High,large_round_amount; unusual_vendor,"Unusual vendor (Cathay Services (Beijing) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.624, rank 670 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
212,TXN80003900,risk_priority,Risk score 61.60/100,,,2024-12-02,V00042,48041.74,61.6,High,split_transaction,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 142179.64); Isolation Forest anomaly (score 0.717, rank 273 of 30,128); Vendor risk 46/100 for Northwind Automation (Shanghai) Co., Ltd.; Amount sits just below the CNY 50,000 approval threshold",,,
213,TXN00017648,risk_priority,Risk score 61.55/100,,,2024-06-24,V00049,237615.97,61.55,High,duplicate_payment,"Duplicate payment: invoice INV-2024-68334 paid more than once to Orient Consulting (Shenzhen) Co., Ltd.; Amount CNY 237,615.97 is above the 83.1th percentile of the ledger",,,
214,TXN00017937,risk_priority,Risk score 61.42/100,,,2025-06-16,V00151,1250000,61.42,High,large_round_amount,"Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.867, rank 25 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger",,,
215,TXN00013624,risk_priority,Risk score 61.31/100,,,2025-08-04,V00132,1000000,61.31,High,large_round_amount; unusual_vendor,"Unusual vendor (Hanwei Consulting Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.709, rank 310 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
216,TXN80000302,risk_priority,Risk score 61.31/100,,,2024-10-23,V00256,48702.8,61.31,High,split_transaction,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 146413.57); Isolation Forest anomaly (score 0.796, rank 87 of 30,128); Amount sits just below the CNY 50,000 approval threshold",,,
217,TXN80000301,risk_priority,Risk score 61.31/100,,,2024-10-23,V00256,48585.44,61.31,High,split_transaction,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 146413.57); Isolation Forest anomaly (score 0.796, rank 88 of 30,128); Amount sits just below the CNY 50,000 approval threshold",,,
218,TXN00005135,risk_priority,Risk score 61.27/100,,,2025-12-25,V00056,205605.87,61.27,High,duplicate_payment,"Duplicate payment: invoice INV-2025-43855 paid more than once to Wanhe Systems (Guangzhou) Co., Ltd.; Vendor risk 52/100 for Wanhe Systems (Guangzhou) Co., Ltd.; Amount CNY 205,605.87 is above the 80.9th percentile of the ledger",,,
219,TXN00011117,risk_priority,Risk score 61.18/100,,,2025-10-30,V00280,1000000,61.18,High,large_round_amount; unusual_vendor,"Unusual vendor (Tianhe Supply Chain Holdings): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.763, rank 146 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
220,TXN00027922,risk_priority,Risk score 61.14/100,,,2025-09-29,V00269,1000000,61.14,High,large_round_amount; unusual_vendor,"Unusual vendor (Blue Ridge Trading (Shanghai) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.731, rank 232 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
221,TXN80001700,risk_priority,Risk score 61.10/100,,,2025-10-23,V00068,49446.42,61.1,High,split_transaction,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 95693.51); Isolation Forest anomaly (score 0.857, rank 32 of 30,128); Amount sits just below the CNY 50,000 approval threshold",,,
222,TXN80002400,risk_priority,Risk score 61.02/100,,,2024-11-11,V00219,49725.4,61.02,High,split_transaction,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 339230.37); Isolation Forest anomaly (score 0.650, rank 549 of 30,128); Vendor risk 52/100 for Silverline Trading (Guangzhou) Co., Ltd.; Amount sits just below the CNY 50,000 approval threshold",,,
223,TXN00006335,risk_priority,Risk score 61.00/100,,,2025-01-04,,2250000,61,High,large_round_amount; weekend_posting,"Large round amount: CNY 2250000.0 sits in the top 0.22% of all voucher values and is an exact multiple of 10,000; Posted on Saturday - 2025-01-04 is outside the normal working week; Isolation Forest anomaly (score 0.768, rank 136 of 30,128); Amount CNY 2,250,000.00 is above the 99.8th percentile of the ledger",,,
224,TXN80001302,risk_priority,Risk score 61.00/100,,,2025-05-19,V00244,49037.81,61,High,split_transaction,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 145777.06); Isolation Forest anomaly (score 0.797, rank 84 of 30,128); Amount sits just below the CNY 50,000 approval threshold",,,
225,TXN00012936,risk_priority,Risk score 60.93/100,,,2024-11-02,,2250000,60.93,High,large_round_amount; weekend_posting,"Large round amount: CNY 2250000.0 sits in the top 0.22% of all voucher values and is an exact multiple of 10,000; Posted on Saturday - 2024-11-02 is outside the normal working week; Isolation Forest anomaly (score 0.766, rank 140 of 30,128); Amount CNY 2,250,000.00 is above the 99.8th percentile of the ledger",,,
226,TXN00028523,risk_priority,Risk score 60.93/100,,,2024-02-05,V00255,1000000,60.93,High,large_round_amount; unusual_vendor,"Unusual vendor (Zenith Consulting (Shenzhen) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.696, rank 345 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
227,TXN80002401,risk_priority,Risk score 60.89/100,,,2024-11-11,V00219,48411.54,60.89,High,split_transaction,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 339230.37); Isolation Forest anomaly (score 0.648, rank 553 of 30,128); Vendor risk 52/100 for Silverline Trading (Guangzhou) Co., Ltd.; Amount sits just below the CNY 50,000 approval threshold",,,
228,TXN00013091,risk_priority,Risk score 60.88/100,,,2025-01-06,V00174,1000000,60.88,High,large_round_amount; unusual_vendor,"Unusual vendor (Cathay Materials Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.641, rank 585 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
229,TXN00003603,risk_priority,Risk score 60.86/100,,,2025-07-30,V00117,1000000,60.86,High,large_round_amount; unusual_vendor,"Unusual vendor (Kunlun Packaging Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.740, rank 205 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
230,TXN00023423,risk_priority,Risk score 60.86/100,,,2024-01-25,V00081,344346.71,60.86,High,duplicate_payment,"Duplicate payment: invoice INV-2024-10594 paid more than once to Ruixin Services (Shenzhen) Co., Ltd.; Amount CNY 344,346.71 is above the 88.1th percentile of the ledger",,,
231,TXN00003894,risk_priority,Risk score 60.84/100,,,2024-12-20,V00079,1000000,60.84,High,large_round_amount; unusual_vendor,"Unusual vendor (Concord Media (Shenzhen) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.723, rank 252 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
232,TXN00008469,risk_priority,Risk score 60.83/100,,,2024-02-26,V00076,1000000,60.83,High,large_round_amount; unusual_vendor,"Unusual vendor (Wanhe Materials (Shanghai) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.733, rank 225 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
233,TXN80001301,risk_priority,Risk score 60.83/100,,,2025-05-19,V00244,47416.54,60.83,High,split_transaction,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 145777.06); Isolation Forest anomaly (score 0.795, rank 90 of 30,128); Amount sits just below the CNY 50,000 approval threshold",,,
234,TXN00021741,risk_priority,Risk score 60.82/100,,,2025-11-29,,2250000,60.82,High,large_round_amount; weekend_posting,"Large round amount: CNY 2250000.0 sits in the top 0.22% of all voucher values and is an exact multiple of 10,000; Posted on Saturday - 2025-11-29 is outside the normal working week; Isolation Forest anomaly (score 0.761, rank 151 of 30,128); Amount CNY 2,250,000.00 is above the 99.8th percentile of the ledger",,,
235,TXN00016246,risk_priority,Risk score 60.77/100,,,2024-08-05,V00081,46479.61,60.77,High,split_transaction,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 331738.45); Isolation Forest anomaly (score 0.625, rank 658 of 30,128); Amount sits just below the CNY 50,000 approval threshold",,,
236,TXN80000300,risk_priority,Risk score 60.75/100,,,2024-10-23,V00256,49125.33,60.75,High,split_transaction,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 146413.57); Isolation Forest anomaly (score 0.772, rank 127 of 30,128); Amount sits just below the CNY 50,000 approval threshold",,,
237,TXN80003901,risk_priority,Risk score 60.75/100,,,2024-12-02,V00042,47417.06,60.75,High,split_transaction,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 142179.64); Isolation Forest anomaly (score 0.685, rank 391 of 30,128); Vendor risk 46/100 for Northwind Automation (Shanghai) Co., Ltd.; Amount sits just below the CNY 50,000 approval threshold",,,
238,TXN80003902,risk_priority,Risk score 60.73/100,,,2024-12-02,V00042,46720.84,60.73,High,split_transaction,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 142179.64); Isolation Forest anomaly (score 0.686, rank 387 of 30,128); Vendor risk 46/100 for Northwind Automation (Shanghai) Co., Ltd.; Amount sits just below the CNY 50,000 approval threshold",,,
239,TXN00023930,risk_priority,Risk score 60.70/100,,,2025-04-30,V00265,1000000,60.7,High,large_round_amount; unusual_vendor,"Unusual vendor (Zenith Consulting Holdings): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.661, rank 490 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
240,TXN00024441,risk_priority,Risk score 60.70/100,,,2025-10-19,,206000,60.7,High,self_approval; weekend_posting,"Self approval: voucher raised and approved by the same employee (E0110) - segregation of duties breach; Posted on Sunday - 2025-10-19 is outside the normal working week; Isolation Forest anomaly (score 0.738, rank 208 of 30,128); Amount CNY 206,000.00 is above the 81.0th percentile of the ledger",,,
241,TXN00001322,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2025-12-11,,54745.28,2.34,Low,,,,,
242,TXN00001920,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2024-04-23,V00207,174528.74,25.61,Low,,"Vendor risk 47/100 for Nordic Electronics Co., Ltd.; Amount CNY 174,528.74 is above the 78.5th percentile of the ledger",,,
243,TXN00002043,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2025-07-24,V00036,127700,21.46,Low,,"Amount CNY 127,700.00 is above the 73.2th percentile of the ledger",,,
244,TXN00002584,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2025-11-17,V00280,3813.39,12.81,Low,,,,,
245,TXN00002682,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2025-09-08,V00345,138540.24,28.32,Low,,"Amount CNY 138,540.24 is above the 74.6th percentile of the ledger",,,
246,TXN00002773,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2024-12-06,V00349,4851.64,14.75,Low,,,,,
247,TXN00002834,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2024-08-15,,927492.46,19.09,Low,,"Amount CNY 927,492.46 is above the 96.9th percentile of the ledger",,,
248,TXN00003856,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2024-06-14,V00124,71769.6,15.49,Low,,,,,
249,TXN00004654,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2025-02-10,,20159.08,2.2,Low,,,,,
250,TXN00004979,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2024-11-07,,38172.64,1.23,Low,,,,,
251,TXN00005494,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2024-02-19,,12434.15,4.16,Low,,,,,
252,TXN00005861,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2025-08-06,V00091,3827.8,18.76,Low,,,,,
253,TXN00006059,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2025-12-08,V00304,200897.56,21.52,Low,,"Amount CNY 200,897.56 is above the 80.6th percentile of the ledger",,,
254,TXN00006843,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2025-02-05,,216214.63,11.6,Low,,"Amount CNY 216,214.63 is above the 81.6th percentile of the ledger",,,
255,TXN00008339,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2025-09-25,,1989.91,7.26,Low,,,,,
256,TXN00010683,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2025-02-05,V00018,74599.67,17.72,Low,,,,,
257,TXN00010967,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2025-06-06,V00226,24140.57,14.16,Low,,"Vendor risk 47/100 for Zhongtai Industrial (Beijing) Co., Ltd.",,,
258,TXN00011165,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2025-01-10,,797273.98,21.34,Low,,"Amount CNY 797,273.98 is above the 96.0th percentile of the ledger; Account 2211 digit distribution departs from Benford's Law (a population-level flag, not evidence on this voucher alone)",,,
259,TXN00012117,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2024-05-20,V00123,3413.91,14.45,Low,,,,,
260,TXN00013030,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2025-09-15,,231863.45,15.89,Low,,"Amount CNY 231,863.45 is above the 82.7th percentile of the ledger; Account 2211 digit distribution departs from Benford's Law (a population-level flag, not evidence on this voucher alone)",,,
261,TXN00013205,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2025-11-03,,43423.46,3.5,Low,,,,,
262,TXN00013354,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2024-07-22,,7014.7,2.78,Low,,,,,
263,TXN00013429,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2025-10-10,V00367,29694.83,11.69,Low,,,,,
264,TXN00013558,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2025-08-07,V00142,132217.49,20.55,Low,,"Amount CNY 132,217.49 is above the 73.9th percentile of the ledger",,,
265,TXN00013565,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2024-02-19,,95939.86,4.56,Low,,,,,
266,TXN00014065,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2025-08-01,V00205,35919.43,13.88,Low,,,,,
267,TXN00014998,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2024-05-13,,25484.03,6.9,Low,,,,,
268,TXN00015059,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2025-05-14,V00119,53947.44,12.99,Low,,,,,
269,TXN00015443,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2024-11-13,V00169,20056.08,15.85,Low,,,,,
270,TXN00015837,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2024-01-15,V00173,921178.12,28.91,Low,,"Isolation Forest anomaly (score 0.618, rank 703 of 30,128); Amount CNY 921,178.12 is above the 96.9th percentile of the ledger",,,
271,TXN00016420,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2025-01-10,V00018,21156,7.49,Low,,,,,
272,TXN00016470,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2024-09-20,V00137,20599.08,13.26,Low,,,,,
273,TXN00016699,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2024-10-26,,230000,37.11,Medium,weekend_posting,"Posted on Saturday - 2024-10-26 is outside the normal working week; Amount CNY 230,000.00 is above the 82.6th percentile of the ledger",,,
274,TXN00019020,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2024-12-16,,726,5.08,Low,,,,,
275,TXN00019377,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2025-05-06,,534.44,5.08,Low,,,,,
276,TXN00019685,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2024-09-25,V00366,5182.19,11.09,Low,,,,,
277,TXN00020420,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2024-08-13,V00313,51000,14.48,Low,,,,,
278,TXN00020580,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2024-12-02,,575300,10.98,Low,,"Amount CNY 575,300.00 is above the 93.3th percentile of the ledger",,,
279,TXN00020976,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2024-01-25,V00243,9529.04,13.83,Low,,,,,
280,TXN00021096,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2024-01-23,,174057.21,9.43,Low,,"Amount CNY 174,057.21 is above the 78.4th percentile of the ledger",,,
281,TXN00021585,random_control,Random control from non-targeted frame,0.002007494646680942,498.1333333333333,2025-12-16,,6900.65,3.04,Low,,,,,
